index,Data,Arquivo,Origem,Destino,Num_viagens,Tempo com chuva (min),Nós com chuva,Tempo ponderado com chuva (min)
11,15/01/2013,h_1242000.tif,77307,23372,0.0,165.16197719999988,394,381104.86395533325
11,15/01/2013,h_1242000.tif,77307,40741,0.0,165.16197719999988,394,381104.86395533325
11,15/01/2013,h_1242000.tif,77307,38028,337.76333416331227,584.1635564999973,1377,197309.03054013752
11,15/01/2013,h_1242000.tif,77307,17036,0.0,584.1635564999973,1377,197309.03054013752
11,15/01/2013,h_1242000.tif,77307,24772,0.0,584.1635564999973,1377,197309.03054013752
11,15/01/2013,h_1242000.tif,77307,8143,0.0,584.1635564999973,1377,197309.03054013752
11,15/01/2013,h_1242000.tif,77307,60158,0.0,584.1635564999973,1377,197309.03054013752
11,15/01/2013,h_1242000.tif,99226,77307,1358.6386996991075,138.73821599999982,222,188495.1093848137
11,15/01/2013,h_1242000.tif,99226,93519,3537.1178257915485,19.208389800000006,108,67942.33796633258
11,15/01/2013,h_1242000.tif,99226,1545,2214.5743559958582,224.18392590000042,606,496471.9733246166
11,15/01/2013,h_1242000.tif,99226,2548,439.5883211511518,83.58058980000006,353,36741.0511510051
11,15/01/2013,h_1242000.tif,99226,110651,107.11836164105182,360.1953177000014,859,38583.532302802305
11,15/01/2013,h_1242000.tif,99226,12440,107.11836164105182,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,76682,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,100654,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,85975,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,13735,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,93863,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,28900,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,30047,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,94707,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,100907,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,111928,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,69371,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,63277,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,75323,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,66851,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,67368,0.0,207.80960639999967,653,22260.2245708398
11,15/01/2013,h_1242000.tif,99226,61825,758.3716742655637,1223.5969318000098,2507,927941.2537953801
11,15/01/2013,h_1242000.tif,99226,109343,0.0,1223.5969318000098,2507,927941.2537953801
11,15/01/2013,h_1242000.tif,99226,88083,0.0,1223.5969318000098,2507,927941.2537953801
11,15/01/2013,h_1242000.tif,99226,109234,0.0,1223.5969318000098,2507,927941.2537953801
11,15/01/2013,h_1242000.tif,99226,5692,0.0,1223.5969318000098,2507,927941.2537953801
11,15/01/2013,h_1242000.tif,99226,25887,0.0,1223.5969318000098,2507,927941.2537953801
11,15/01/2013,h_1242000.tif,99226,21124,0.0,1223.5969318000098,2507,927941.2537953801
11,15/01/2013,h_1242000.tif,99226,92375,0.0,1223.5969318000098,2507,927941.2537953801
11,15/01/2013,h_1242000.tif,99226,10845,193.34156146563114,358.1637138000017,1010,69247.93168642175
11,15/01/2013,h_1242000.tif,99226,60630,0.0,358.1637138000017,1010,69247.93168642175
11,15/01/2013,h_1242000.tif,99226,93673,0.0,358.1637138000017,1010,69247.93168642175
11,15/01/2013,h_1242000.tif,99226,70823,107.11836164105182,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,64348,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,73976,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,64037,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,25051,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,73054,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,7827,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,82717,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,62269,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,82934,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,83513,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,80947,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,81264,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,80499,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,79864,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,67601,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,78456,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,60992,0.0,615.4496322000012,1400,65925.95627385206
11,15/01/2013,h_1242000.tif,99226,99358,688.1586512247422,151.90823759999984,256,104536.96789674358
11,15/01/2013,h_1242000.tif,99226,23115,220.26493644800843,396.33973499999775,642,87299.74654159501
11,15/01/2013,h_1242000.tif,99226,37563,0.0,396.33973499999775,642,87299.74654159501
11,15/01/2013,h_1242000.tif,99226,28043,0.0,396.33973499999775,642,87299.74654159501
11,15/01/2013,h_1242000.tif,99226,36547,0.0,396.33973499999775,642,87299.74654159501
11,15/01/2013,h_1242000.tif,99226,46649,0.0,396.33973499999775,642,87299.74654159501
11,15/01/2013,h_1242000.tif,99226,39248,0.0,396.33973499999775,642,87299.74654159501
11,15/01/2013,h_1242000.tif,99226,23372,0.0,396.33973499999775,642,87299.74654159501
11,15/01/2013,h_1242000.tif,99226,40741,107.11836164105182,493.7372822999979,1132,52888.32876108128
11,15/01/2013,h_1242000.tif,99226,38028,0.0,493.7372822999979,1132,52888.32876108128
11,15/01/2013,h_1242000.tif,99226,17036,0.0,493.7372822999979,1132,52888.32876108128
11,15/01/2013,h_1242000.tif,99226,24772,0.0,493.7372822999979,1132,52888.32876108128
11,15/01/2013,h_1242000.tif,99226,8143,0.0,493.7372822999979,1132,52888.32876108128
11,15/01/2013,h_1242000.tif,99226,60158,0.0,493.7372822999979,1132,52888.32876108128
11,15/01/2013,h_1242000.tif,93519,77307,696.8540799088905,132.67083989999955,379,92452.2160692539
11,15/01/2013,h_1242000.tif,93519,99226,3537.1178257915485,40.792421700000055,158,144287.60195227616
11,15/01/2013,h_1242000.tif,93519,1545,0.0,40.792421700000055,158,144287.60195227616
11,15/01/2013,h_1242000.tif,93519,2548,284.9914947902242,70.11674970000016,245,19982.67730683505
11,15/01/2013,h_1242000.tif,93519,110651,120.53103442697585,346.73147760000126,751,41791.90366352196
11,15/01/2013,h_1242000.tif,93519,12440,0.0,346.73147760000126,751,41791.90366352196
11,15/01/2013,h_1242000.tif,93519,76682,0.0,346.73147760000126,751,41791.90366352196
11,15/01/2013,h_1242000.tif,93519,100654,126.223526558201,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,85975,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,13735,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,93863,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,28900,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,30047,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,94707,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,100907,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,111928,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,69371,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,63277,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,75323,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,66851,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,67368,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,61825,0.0,434.0888792999995,863,54792.2291849432
11,15/01/2013,h_1242000.tif,93519,88083,546.8804386328244,352.51635000000084,973,192784.29611324272
11,15/01/2013,h_1242000.tif,93519,109234,469.0293129803159,99.2363639999997,285,46544.76362958442
11,15/01/2013,h_1242000.tif,93519,5692,0.0,99.2363639999997,285,46544.76362958442
