indexador,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31
266400,5.64,6.58,0.0,1.3159999999999998,5.827999999999999,130.927,127.572,2.444,0.0,1.504,0.564,129.458,0.0,128.418,0.0,136.174,0.0,128.813,0.0,117.955,0.0,9.024,8.648,128.933,4.136,6.768,122.50800000000001,1.692,18.8,0.0
270000,8.648,7.144,0.0,0.0,10.528,130.574,129.437,0.188,0.0,0.0,1.504,131.32,0.0,128.823,2.444,134.201,0.0,128.139,0.0,120.312,2.6319999999999997,11.656,4.324,128.308,2.632,1.128,122.971,4.135999999999999,18.612,0.0
273600,5.827999999999999,3.948,0.0,0.94,4.5120000000000005,129.637,129.579,5.828,0.0,2.82,2.256,130.746,0.0,127.503,0.188,133.626,0.0,128.812,0.0,122.185,0.376,11.656,11.28,126.70700000000001,6.204,0.0,123.32300000000001,12.596,19.176,0.0
277200,10.904,2.82,0.0,1.6919999999999997,8.648,128.913,128.419,1.6919999999999997,2.256,6.3919999999999995,4.512,131.149,1.316,128.842,1.88,132.377,0.0,129.336,0.0,120.654,2.256,5.827999999999999,5.828,125.77000000000001,1.692,0.0,124.644,9.776,16.732,0.0
280800,12.22,6.016,0.0,2.6319999999999997,15.04,127.735,126.656,4.324,2.068,2.6319999999999997,0.752,130.505,0.0,129.074,1.88,134.583,7.896,129.46699999999998,0.0,119.696,1.5039999999999998,12.219999999999999,2.6319999999999997,124.532,4.888,0.0,123.292,18.048000000000002,18.988,0.0
284400,10.716,6.204,0.0,5.264,16.919999999999998,127.504,126.043,5.076,0.752,4.7,0.0,129.386,0.0,127.623,0.5640000000000001,132.599,2.0679999999999996,128.328,0.0,119.819,4.512,12.032,9.776,124.461,5.0760000000000005,0.0,121.873,20.68,19.552,0.0
288000,11.655999999999999,4.888,0.0,8.084,9.4,127.18,126.355,1.128,8.648,9.212,0.376,131.278,3.572,128.188,0.94,131.531,0.0,129.216,0.0,120.09,3.9479999999999995,16.732,9.588000000000001,125.983,4.888,0.0,122.327,12.219999999999999,19.364,0.0
291600,19.74,7.708,0.0,10.152,18.8,129.578,127.47399999999999,6.768,8.459999999999999,5.64,0.564,134.13,3.1959999999999997,131.09799999999998,2.632,137.111,5.076,132.71,0.0,123.001,6.016,17.108,9.4,129.497,5.827999999999999,0.752,125.346,31.772,20.868,0.0
295200,18.612000000000002,8.084,0.0,7.708,18.988,134.109,131.59199999999998,10.34,7.708,3.76,1.504,136.828,1.128,133.213,4.324,141.078,5.264,136.689,0.0,127.745,4.512,16.356,7.332,133.879,7.707999999999999,2.256,129.466,25.192,22.936,0.0
298800,13.911999999999999,6.3919999999999995,0.0,7.708,20.304,140.514,137.826,11.468,12.596,5.827999999999999,0.188,142.237,2.82,140.838,10.528,148.481,11.28,141.412,0.0,133.264,6.58,13.724,9.776,141.755,7.332,8.272,138.24,22.183999999999997,17.672,0.0
302400,14.852,4.888,0.0,5.64,0.94,142.076,140.696,6.58,13.347999999999999,11.28,0.0,148.492,1.692,143.678,9.212,151.494,13.912,149.327,0.0,133.919,7.895999999999999,23.5,10.904,145.743,5.452,10.34,145.058,27.072,19.176,0.0
306000,12.032,8.46,9.776,6.3919999999999995,3.7600000000000002,138.954,139.268,8.648,9.4,9.588,2.82,152.056,9.024000000000001,149.528,7.52,159.591,11.092,158.261,10.904,132.096,4.7,31.396,11.656,137.958,5.076,10.904,150.415,20.68,15.792,0.0
309600,16.732,3.008,0.752,6.768,5.076,136.496,136.204,3.76,0.0,9.212,0.0,138.289,4.7,138.673,5.640000000000001,152.934,11.844,121.99,10.152,127.614,4.5120000000000005,13.911999999999999,10.904,143.949,6.204,12.408,135.821,22.372,8.46,0.0
313200,11.092,5.64,0.0,6.204000000000001,8.084,144.776,142.59,5.827999999999999,6.768,9.024,1.692,144.373,6.768,142.037,5.263999999999999,150.385,6.768000000000001,147.483,12.783999999999999,139.447,8.272,19.928,11.468,148.994,7.332,3.384,139.578,19.74,10.904,0.0
316800,12.032,4.888,0.0,20.68,11.468,140.676,135.439,5.263999999999999,7.708,6.9559999999999995,1.128,138.964,6.3919999999999995,134.251,5.64,144.552,8.459999999999999,141.533,0.0,132.93099999999998,4.324,14.288,8.084,139.146,3.572,2.256,131.189,18.8,6.767999999999999,0.0
320400,7.144,6.58,0.0,6.392,1.316,125.11500000000001,124.783,2.632,0.0,4.7,6.9559999999999995,131.432,2.256,130.938,2.444,143.859,7.332,142.197,0.0,123.90700000000001,4.136,21.808,1.504,129.274,3.1959999999999997,0.0,123.877,23.311999999999998,3.5719999999999996,0.0
324000,6.956,6.58,0.0,7.708,9.588,128.984,126.445,5.076,11.656,17.296,9.024000000000001,133.122,1.88,129.04399999999998,0.0,142.026,0.752,135.712,1.504,125.105,0.376,7.52,3.384,136.87,0.752,0.94,127.735,3.0079999999999996,5.827999999999999,0.0
327600,6.767999999999999,2.82,0.0,5.64,17.483999999999998,118.166,114.4,8.648,6.204,10.152000000000001,4.324,126.284,0.0,123.606,4.324,131.954,9.399999999999999,129.296,5.64,116.606,2.6319999999999997,12.596,2.82,125.599,0.188,0.0,119.446,11.28,7.52,0.0
331200,16.168,5.827999999999999,0.0,2.444,24.816,108.196,106.60499999999999,5.076,0.0,12.032,5.828,114.329,3.008,109.233,1.504,114.048,15.04,111.035,12.032,106.837,1.128,15.604,4.324,115.03399999999999,4.699999999999999,0.564,107.783,12.408,9.399999999999999,0.0
334800,10.528,7.896,0.0,8.084,17.86,106.593,102.8,3.7600000000000002,0.0,13.724,0.564,110.836,0.0,106.695,0.0,112.476,7.332,108.447,0.0,102.898,1.1280000000000001,11.844,5.076,109.767,0.752,0.0,103.121,7.52,16.168,0.0
338400,6.768,2.632,0.376,5.452,19.928,104.985,101.741,11.091999999999999,1.692,2.068,1.316,107.662,0.0,102.526,0.0,108.24600000000001,8.084,104.641,0.0,99.262,1.88,11.844,3.1959999999999997,105.224,3.008,0.0,99.524,10.904,6.3919999999999995,0.0
342000,3.572,7.332,1.3159999999999998,3.008,15.228,104.03699999999999,100.34,1.316,0.0,3.3840000000000003,0.0,107.15899999999999,0.0,103.562,0.0,109.142,2.444,104.369,0.0,97.983,0.0,5.452,4.324,103.78399999999999,2.444,0.0,99.142,12.408,2.068,0.0
