,Unnamed: 0,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,0,2023-01-01,1,Itaquera,Inativo Intransitável,14:16:00,14:48:00,AVENIDA ARICANDUVA, ITAQUERA/MARGINAL, AVENIDA AFONSO DE SAMPAIO E SOUZA
1,1,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
2,2,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
3,3,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
4,4,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
5,5,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
6,6,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
7,7,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
8,8,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
9,9,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
10,10,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
11,11,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
12,12,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
13,13,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
14,14,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
15,15,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
16,16,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
17,17,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
18,18,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
19,19,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
20,20,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
21,21,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
22,22,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
23,23,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
24,24,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
25,25,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
26,26,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
27,27,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
28,28,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
29,29,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
30,30,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
31,31,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
32,32,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
33,33,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
34,34,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
35,35,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
36,36,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
37,37,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
38,38,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
39,39,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
40,40,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
41,41,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
42,42,2023-01-01,1,Itaquera,Inativo Transitável,14:35:00,17:55:00,RUA PADRE VIEGAS DE MENEZES, UNICO, RUA ITAGIMIRIM
43,43,2023-01-03,1,Casa Verde,Inativo Intransitável,16:20:00,22:32:00,R JOAO DUARTE, FREGUESIA/LAPA, R SIMAO DE TOLEDO CASTELHANOS
44,44,2023-01-03,1,Santana,Inativo Intransitável,18:06:00,18:40:00,R SARGM RAMALHO, BAIRRO/CENTRO, SEM DENOMINACAO
45,45,2023-01-04,1,Sé,Inativo Intransitável,16:49:00,17:03:00,R MANOEL DUTRA, AMBOS, PRAÇA 14 BIS
46,46,2023-01-04,1,Sé,Inativo Transitável,16:50:00,20:00:00,RUA DONA ANTONIA DE QUEIROZ, CENTRO/BAIRRO, RUA FREI CANECA
47,47,2023-01-04,1,Butantã,Inativo Transitável,16:30:00,17:10:00,R DOS PIEMONTESES, UNICO, R AGOSTINHO DE AZEVEDO
48,48,2023-01-04,1,Butantã,Inativo Transitável,16:47:00,20:50:00,AV MAGALHÃES DE CASTRO, CASTELO/INTERLAGOS, R PEDRO AVANCINE
49,49,2023-01-04,1,Butantã,Inativo Transitável,16:49:00,20:49:00,a 20:49AV MAJ SYLVIO DE MAGALHAES PADILHA, CASTELO/INTERLAGOS, PTE DO MORUMBI CAIO POMPEU DE TOLEDO
50,50,2023-01-04,1,Butantã,Inativo Transitável,17:07:00,19:25:00,AV VITAL BRASIL, BAIRRO/CENTRO, R CAMARGO
51,51,2023-01-04,1,Butantã,Inativo Transitável,17:30:00,21:32:00,AV ENGENHEIRO BILLINGS, UNICO, AV ALEXANDRE MACKENZIE
52,52,2023-01-04,1,Lapa,Inativo Intransitável,17:40:00,21:32:00,R VLADIMIR HERZOG, AMBOS, R CARLOS SPERA
53,53,2023-01-04,1,Pinheiros,Inativo Transitável,19:09:00,20:46:00,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R OLIVIA FEDER
54,54,2023-01-04,1,Santo Amaro,Inativo Transitável,16:41:00,19:44:00,AV DAS NAÇÕES UNIDAS, UNICO, VD. JOSE BONIFACIO C. NOGUEIRA
55,55,2023-01-05,1,Sé,Inativo Intransitável,07:36:00,10:35:00,AV JOAO DE BARROS, CENTRO/BAIRRO, AV ATLANTICA
56,56,2023-01-05,1,Lapa,Inativo Intransitável,06:01:00,06:07:00,R VLADIMIR HERZOG, AMBOS, R CARLOS SPERA
57,57,2023-01-05,1,Lapa,Inativo Intransitável,07:13:00,16:38:00,AV PRES CASTELO BRANCO, CASTELO B/A SENNA, PTE JULIO DE MESQUITA NETO
58,58,2023-01-05,1,Lapa,Inativo Intransitável,08:35:00,19:42:00,AV PRES CASTELO BRANCO, NAO INFORMADO, PTE JULIO DE MESQUITA NETO
59,59,2023-01-05,1,Pinheiros,Inativo Intransitável,06:37:00,15:07:00,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R OLIVIA FEDER
60,60,2023-01-05,1,Mooca,Inativo Transitável,08:38:00,09:00:00,AV ALCANTARA MACHADO, CENTRO/BAIRRO, R ANDRE DE LEAO (BRAS)
61,61,2023-01-06,1,Sé,Inativo Transitável,15:26:00,15:30:00,R DA CANTAREIRA (BOM RETIRO), UNICO, R COMEN ASSAD ABDALLA
62,62,2023-01-10,1,Freguesia do Ó,Inativo Intransitável,16:52:00,17:12:00,AV ANTONIO MUNHOZ BONILHA, AMBOS, AV NSRA.DO O
63,63,2023-01-10,1,Jaçanã/ Tremembé,Inativo Transitável,17:04:00,17:27:00,PC GIOVANNELLI LUIGI, BAIRRO/CENTRO, R BONIFACIO CUBAS
64,64,2023-01-10,1,Sé,Inativo Transitável,16:05:00,16:41:00,PC DA BANDEIRA, BAIRRO/CENTRO, R S FRANCISCO
65,65,2023-01-10,1,Sé,Inativo Transitável,16:13:00,18:28:00,R TEIXEIRA LEITE, UNICO, R S PAULO
66,66,2023-01-10,1,Sé,Inativo Transitável,16:16:00,17:13:00,PC DA BANDEIRA, BAIRRO/CENTRO, AV VINTE E TRES DE MAIO
67,67,2023-01-10,1,Sé,Inativo Transitável,16:19:00,16:23:00,AV NOVE DE JULHO, CENTRO/BAIRRO, PC DA BANDEIRA
68,68,2023-01-10,1,Sé,Inativo Transitável,16:25:00,17:14:00,PC DA BANDEIRA, BAIRRO/CENTRO, PQ ANHANGABAU
69,69,2023-01-10,1,Pinheiros,Inativo Intransitável,15:55:00,17:24:00,R ABEGOARIA, AMBOS, R JOAO MOURA
70,70,2023-01-10,1,Pinheiros,Inativo Transitável,16:16:00,17:02:00,AV PROF FONSECA RODRIGUES, BAIRRO/CENTRO, PC. PANAMERICANA
71,71,2023-01-10,1,Mooca,Inativo Intransitável,16:19:00,16:22:00,R DA MOOCA, AMBOS, R ITAQUERI
72,72,2023-01-10,1,Mooca,Inativo Transitável,17:30:00,18:28:00,R PRES BATISTA PEREIRA, UNICO, R PRES COSTA PINTO
73,73,2023-01-10,1,Santo Amaro,Inativo Transitável,15:35:00,16:56:00,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R JAIME DE OLIVEIRA SOUZA
74,74,2023-01-10,1,Santo Amaro,Inativo Intransitável,16:11:00,16:40:00,AV JULES RIMET, AMBOS, PC ALFREDO GOMES
75,75,2023-01-11,1,Butantã,Inativo Intransitável,22:27:00,22:57:00,AV. PROF. FRANCISCO MORATO, BAIRRO/CENTRO, TV IRMA DOLORES BALDI/R DR CARVALHO ARANHA
76,76,2023-01-12,1,Butantã,Inativo Transitável,08:01:00,08:07:00,R JOSE FELIX, CENTRO/BAIRRO, AV ANTONIO DE SALLES PENTEADO
77,77,2023-01-12,1,Pinheiros,Inativo Transitável,07:56:00,08:53:00,AV DOS BANDEIRANTES, IMIGRANTES/MARGINAL, AL VICENTE PINZON
78,78,2023-01-12,1,Mooca,Inativo Intransitável,05:58:00,14:57:00,R DA FIGUEIRA, UNICO, R MARIA DOMITILA
79,79,2023-01-13,1,Sé,Inativo Transitável,11:44:00,12:25:00,AV TIRADENTES, AEROPORTO/SANTANA, R S CAETANO (BOM RETIRO)
80,80,2023-01-13,1,Sé,Inativo Intransitável,22:59:00,23:19:00,R MANOEL DUTRA, UNICO, PC QUATORZE BIS
81,81,2023-01-13,1,Mooca,Inativo Intransitável,08:59:00,12:27:00,R DA FIGUEIRA, UNICO, R MARIA DOMITILA
82,82,2023-01-13,1,Mooca,Inativo Intransitável,22:43:00,23:15:00,R PRES BATISTA PEREIRA, UNICO, AV DO ESTADO
83,83,2023-01-13,1,Mooca,Inativo Transitável,22:55:00,23:24:00,AV ALCANTARA MACHADO, CENTRO/BAIRRO, R DR FOMM
84,84,2023-01-13,1,Mooca,Inativo Intransitável,23:02:00,23:19:00,AV ALCANTARA MACHADO, CENTRO/BAIRRO, VD GUADALAJARA-JOAO BEHISNELIAN
85,85,2023-01-14,1,Pinheiros,Inativo Intransitável,00:27:00,03:33:00,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R OLIVIA FEDER
86,86,2023-01-14,1,Pinheiros,Inativo Intransitável,00:29:00,00:59:00,MARGINAL PINHEIROS INTCB, INTERLAGOS/CASTELO, PTE ENG ARY TORRES
87,87,2023-01-14,1,Pinheiros,Inativo Transitável,00:55:00,03:26:00,AV CIDADE JARDIM, BAIRRO/CENTRO, R BRIG HAROLDO VELOSO
88,88,2023-01-14,1,Pinheiros,Inativo Transitável,01:32:00,01:44:00,AV CIDADE JARDIM, BAIRRO/CENTRO, R BRIG HAROLDO VELOSO
89,89,2023-01-14,1,Mooca,Inativo Transitável,01:08:00,03:33:00,AV SALIM FARAH MALUF, MARGINAL/V PRUDENTE, AV REG FEIJO
90,90,2023-01-14,1,Penha,Inativo Transitável,00:36:00,01:02:00,AV CD.DE FRONTIN, BAIRRO/CENTRO, VD DONA MATILDE
91,91,2023-01-14,1,Santo Amaro,Inativo Transitável,02:22:00,03:24:00,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, R VERBO DIVINO
92,92,2023-01-14,1,Santo Amaro,Inativo Intransitável,02:28:00,02:48:00,AV DAS NACOES UNIDAS, INTERLAGOS/CASTELO, AV JOAO DORIA
93,93,2023-01-15,1,Vila Prudente,Inativo Intransitável,17:25:00,20:36:00,AV FRANCISCO FALCONI, AMBOS, PC ENGA NAIR FIRMINO DA SILVA
94,94,2023-01-15,1,Vila Prudente,Inativo Intransitável,17:29:00,19:17:00,:29 a 19:17AV PROF LUIZ IGNACIO ANHAIA MELLO, AMBOS, R ELIDIA MARIA DE JESUS
95,95,2023-01-15,1,M'Boi Mirim,Inativo Intransitável,17:11:00,18:25:00,AV GUARAPIRANGA, CENTRO/BAIRRO, R JOSE RAFAELI
96,96,2023-01-15,1,M'Boi Mirim,Inativo Intransitável,17:11:00,18:25:00,AV GUARAPIRANGA, BAIRRO/CENTRO, R JOSE RAFAELI
97,97,2023-01-15,1,Santo Amaro,Inativo Intransitável,17:23:00,00:19:00,AV ROQUE PETRONI JUNIOR, AMBOS, AV STO AMARO
98,98,2023-01-15,1,Santo Amaro,Inativo Transitável,17:48:00,18:25:00,VD ENG ANTONIO MOLITERNO, CENTRO/BAIRRO, AV STO AMARO
99,99,2023-01-15,1,Santo Amaro,Inativo Intransitável,18:04:00,18:57:00,AV DAS NACOES UNIDAS, AMBOS, R JAIME DE OLIVEIRA SOUZA
100,100,2023-01-16,1,Butantã,Inativo Transitável,15:55:00,19:30:00,R DOS PIEMONTESES, AMBOS, R AGOSTINHO AZEVEDO
101,101,2023-01-16,1,Lapa,Inativo Intransitável,16:04:00,19:30:00,AV. MOFARREJ, CENTRO/BAIRRO, AV. DR. GASTÃO VIDIGAL
102,102,2023-01-16,1,Itaquera,Inativo Intransitável,06:46:00,08:39:00,R ZITUO KARASAWA, AMBOS, R HIROVO KAMINOBO
103,103,2023-01-17,1,Lapa,Inativo Intransitável,17:19:00,18:08:00,R VLADIMIR HERZOG, AMBOS, R CARLOS SPERA
104,104,2023-01-19,1,Pinheiros,Inativo Transitável,19:52:00,20:08:00,R ALASCA, NAO INFORMADO, R ARGENTINA
105,105,2023-01-23,1,Santana,Inativo Transitável,14:04:00,16:38:00,MARGINAL TIETE ASCB CENTRAL, A SENNA/CASTELO B, PTE GOV ORESTES QUERCIA
106,106,2023-01-24,1,Jaçanã/ Tremembé,Inativo Transitável,17:15:00,17:45:00,AV. SANATORIO, AMBOS, AV EDU CHAVES
107,107,2023-01-24,1,Perus,Inativo Intransitável,17:21:00,18:31:00,R FIORELLI PECCICACCO, CENTRO/BAIRRO, PC TTE JOSE ALBERTO PECCICACCO
108,108,2023-01-24,1,Perus,Inativo Intransitável,17:29:00,17:44:00,PC. INACIA DIAS, AMBOS, AV FIORELLI PICICACCO
109,109,2023-01-24,1,Perus,Inativo Transitável,17:30:00,17:46:00,R BERNARDO JOSE DE LORENA, AMBOS, TV JOSE DE OLIVEIRA
110,110,2023-01-24,1,Perus,Inativo Intransitável,17:38:00,17:45:00,R JOAQUIM DE SOUSA, UNICO, R FIORELLI PECCICACCO
111,111,2023-01-28,1,Freguesia do Ó,Inativo Intransitável,16:12:00,17:37:00,AV GEN EDGAR FACO, AMBOS, R HENRI POTIRON/R JULIEN BELIN
112,112,2023-01-28,1,Pirituba/Jaraguá,Inativo Intransitável,16:15:00,17:37:00,R RIO VERDE (PIRITUBA), CENTRO/BAIRRO, AV GAL EDGAR FACO
113,113,2023-01-28,1,Sé,Inativo Transitável,16:44:00,19:14:00,AV RANGEL PESTANA, CENTRO/BAIRRO, R BRIG MACHADO
114,114,2023-01-28,1,Mooca,Inativo Transitável,16:44:00,19:16:00,:44 a 19:16AV ALCANTARA MACHADO, CENTRO/BAIRRO, R SILVA JARDIM
115,115,2023-01-29,1,Perus,Inativo Intransitável,15:54:00,18:53:00,AV RAIMUNDO PEREIRA DE MAGALHAES, CENTRO/BAIRRO, R GAGO COUTINHO
116,116,2023-01-29,1,Lapa,Inativo Intransitável,15:33:00,17:43:00,AV MOFARREJ, CENTRO/BAIRRO, AV DR GASTÃO VIDIGAL
117,117,2023-01-29,1,Lapa,Inativo Intransitável,15:42:00,21:37:00,R VLADIMIR HERZOG, AMBOS, R CARLOS SPERA
118,118,2023-01-29,1,Lapa,Inativo Transitável,16:00:00,18:53:00,AV IMP LEOPOLDINA, AMBOS, R JAGUARE MIRIM
119,119,2023-01-29,1,Lapa,Inativo Transitável,16:02:00,18:52:00,R TRIPOLI, CENTRO/BAIRRO, R XAVIER KRAUS
120,120,2023-01-29,1,Lapa,Inativo Intransitável,16:02:00,18:52:00,AV IMPERATRIZ LEOPOLDINA, CENTRO/BAIRRO, ALTURA DO N. 631
121,121,2023-01-29,1,Itaquera,Inativo Intransitável,15:38:00,20:12:00,AV ITAQUERA, AMBOS, R CAMPINAS DO PIAUI
122,122,2023-01-29,1,Itaquera,Inativo Intransitável,16:13:00,18:18:00,:18R ITAGIMIRIM, AMBOS, R PDE VIEGAS DE MENEZES
123,123,2023-01-29,1,Itaquera,Inativo Intransitável,16:14:00,18:17:00,R LAGOA SALGADA, AMBOS, AV PIRES DO RIO
124,124,2023-01-29,1,Itaquera,Inativo Intransitável,16:55:00,18:18:00,:18AV DAVID DOMINGUES FERREIRA, UNICO, R GERALDO VIEIRA DE CASTRO
125,125,2023-01-29,1,Itaquera,Inativo Intransitável,16:55:00,18:18:00,:18R DR LUIZ AYRES, CENTRO/BAIRRO, R CASTELO DO PIAUI
126,126,2023-01-29,1,Penha,Inativo Intransitável,16:13:00,17:32:00,R DR LUIZ AYRES, AMBOS, AV PDE SENA FREITAS
127,127,2023-01-29,1,Sapopemba,Inativo Intransitável,16:45:00,18:30:00,TRAV HILARION QUINTANA, AMBOS, R JULIPEREIRA
128,128,2023-01-29,1,São Mateus,Inativo Intransitável,15:36:00,17:56:00,AV JACU PESSEGO N TRABALHADORES, MAUA/A SENNA, AV PROF JOAO BATISTA CONTI
129,129,2023-01-29,1,São Mateus,Inativo Intransitável,17:35:00,21:36:00,AV ARICANDUVA, AMBOS, R MANILHA
130,130,2023-01-29,1,São Mateus,Inativo Intransitável,19:10:00,21:36:00,AV ARICANDUVA, AMBOS, R JULIO COLACO
131,131,2023-01-29,1,Santo Amaro,Inativo Intransitável,16:14:00,17:06:00,AV INTERLAGOS, AMBOS, R ENG DAGOBERTO SALLES FILHO
132,132,2023-01-29,1,Santo Amaro,Inativo Intransitável,16:20:00,17:39:00,AV INTERLAGOS, AMBOS, AV YERVANT KISSAJIKIAN
133,133,2023-01-29,1,Santo Amaro,Inativo Intransitável,22:12:00,02:30:00,AV DAS NACOES UNIDAS, AMBOS, R JAIME DE OLIVEIRA SOUZA
134,134,2023-01-31,1,Sé,Inativo Transitável,19:52:00,22:25:00,R PRES BATISTA PEREIRA, UNICO, R PRES COSTA PINTO
135,135,2023-01-31,1,Sé,Inativo Transitável,21:42:00,01:32:00,AV RANGEL PESTANA, CENTRO/BAIRRO, R BRIG MACHADO
136,136,2023-01-31,1,Itaquera,Inativo Intransitável,22:00:00,23:05:00,R PROF JOAO BASTISTA CONTI, AMBOS, R SABBADO D`ANGELO
137,137,2023-01-31,1,Itaquera,Inativo Intransitável,22:00:00,23:05:00,AV ITAQUERA, AMBOS, R CAMPINAS DO PIAUI
138,138,2023-01-31,1,Itaquera,Inativo Intransitável,22:07:00,22:10:00,R PDE VIEGAS DE MENEZES, AMBOS, R ITAGIMIRIM
139,139,2023-01-31,1,São Miguel Paulista,Inativo Intransitável,22:38:00,23:05:00,R AMERICO SUGAI, AMBOS, AV JACU PESSEGO N TRABALHADORES
140,140,2023-01-31,1,Penha,Inativo Intransitável,22:06:00,23:05:00,AV S MIGUEL, AMBOS, AV GOV CARVALHO PINTO
141,141,2023-01-31,1,São Mateus,Inativo Intransitável,22:36:00,23:05:00,AV JACU PESSEGO N TRABALHADORES, MAUA/A SENNA, R AMERICO SUGAI
142,142,2023-01-31,1,Capela do Socorro,Inativo Intransitável,20:27:00,21:54:00,R PTOLOMEU, UNICO, AV GUARAPIRANGA
143,143,2023-01-31,1,M'Boi Mirim,Inativo Transitável,17:08:00,19:06:00,PC ALCEU AMOROSO LIMA, BAIRRO/CENTRO, AV JOAO DIAS
144,144,2023-01-31,1,Santo Amaro,Inativo Transitável,16:59:00,18:00:00,AV DAS NACOES UNIDAS, AMBOS, AV INTERLAGOS
145,145,2023-02-01,1,Vila Maria/ Vila Guilherme,Inativo Intransitável,21:19:00,22:31:00,R SEM DENOMINACAO, BAIRRO/CENTRO, R DA BARACELA
146,146,2023-02-01,1,Sé,Inativo Intransitável,06:25:00,08:46:00,R DOM RODO, AMBOS, R GUAPORE
147,147,2023-02-01,1,Lapa,Inativo Transitável,08:26:00,22:28:00,R VLADIMIR HERZOG, AMBOS, R CARLOS SPERA
148,148,2023-02-01,1,Aricanduva/ Vila Formosa,Inativo Transitável,21:07:00,21:32:00,R CARLOS SILVA, NAO INFORMADO, R ACANGATARA
149,149,2023-02-01,1,Itaquera,Inativo Intransitável,20:23:00,20:52:00,AV ITAQUERA, AMBOS, R CAMPINAS DO PIAUI
150,150,2023-02-01,1,Itaquera,Inativo Transitável,20:36:00,21:13:00,R PDE VIEGAS DE MENEZES, AMBOS, R ITAGIMIRIM
151,151,2023-02-01,1,São Miguel Paulista,Inativo Transitável,20:30:00,20:58:00,R ASDRUBAL, UNICO, R ENG JOSE CRUZ DE OLIVEIRA
152,152,2023-02-01,1,São Mateus,Inativo Intransitável,07:51:00,08:37:00,AV AFONSO DE SAMPAIO E SOUSA, BAIRRO/CENTRO, R GASPAR DA SILVA
153,153,2023-02-01,1,Ipiranga,Inativo Transitável,20:32:00,22:28:00,AV TERESA CRISTINA, AMBOS, AV DO ESTADO
154,154,2023-02-02,1,Cidade Tiradentes,Inativo Intransitável,19:30:00,21:35:00,AV DOS METALURGICOS, AMBOS, R AQUITÂNIA
155,155,2023-02-02,1,Cidade Tiradentes,Inativo Intransitável,19:30:00,21:35:00,R INACIO MONTEIRO, AMBOS, R FRANÇA DE OLIVEIRA
156,156,2023-02-02,1,Cidade Tiradentes,Inativo Intransitável,19:30:00,21:35:00,AV JOSE HIGINO NEVES, AMBOS, R QUARENTA E OITO
157,157,2023-02-02,1,São Miguel Paulista,Inativo Transitável,08:50:00,16:51:00,AV BRAS DA ROCHA CARDOSO, AMBOS, ALTURA DO N. 679
158,158,2023-02-02,1,São Mateus,Inativo Intransitável,19:30:00,21:35:00,R MARIA LUISA DO VAL PENTEADO, UNICO, ALTURA DO N. 58
159,159,2023-02-02,1,Vila Prudente,Inativo Intransitável,19:50:00,21:35:00,TV HILARION QUINTANA, AMBOS, R JULIPEREIRA
160,160,2023-02-02,1,Vila Prudente,Inativo Intransitável,20:00:00,21:35:00,R ARENITO, AMBOS, R LUCAS DE CAMARGO
161,161,2023-02-02,1,Parelheiros,Inativo Intransitável,19:30:00,21:35:00,ES ECOTURISTICA DE PARELHEIROS, AMBOS, ALTURA DO N. 6650
162,162,2023-02-06,1,Casa Verde,Inativo Transitável,13:41:00,15:01:00,AV ANTONIO MUNHOZ BONILHA, AMBOS, AV NSRA.DO O
163,163,2023-02-06,1,Lapa,Inativo Intransitável,19:02:00,22:32:00,R VLADIMIR HERZOG, AMBOS, R CARLOS SPERA
164,164,2023-02-06,1,São Miguel Paulista,Inativo Transitável,18:50:00,21:14:00,AV PIRES DO RIO, UNICO, R LAGOA SALGADA
165,165,2023-02-06,1,Santo Amaro,Inativo Transitável,16:56:00,17:35:00,AV DAS NACOES UNIDAS, CASTELO/INTERLAGOS, PTE DO MORUMBI CAIO POMPEU DE TOLEDO
166,166,2023-02-06,1,Santo Amaro,Inativo Transitável,17:05:00,19:06:00,VD AUSTREGESILO DE ATHAYDE, CENTRO/BAIRRO, R JOSE DOS SANTOS JUNIOR (CAMPO BELO)
167,167,2023-02-06,1,Santo Amaro,Inativo Transitável,17:38:00,19:05:00,AV CHUKRI ZAIDAN, MORUMBI/BANDEIRANTES, AV JOAO DORIA
168,168,2023-02-06,1,Vila Mariana,Inativo Intransitável,16:22:00,17:05:00,AV STO AMARO, CENTRO/BAIRRO, AV ROQUE PETRONI JUNIOR
169,169,2023-02-07,1,Casa Verde,Inativo Intransitável,15:57:00,16:57:00,a 16:57AV ANTONIO MUNHOZ BONILHA, AMBOS, AV NSRA.DO O
170,170,2023-02-07,1,Freguesia do Ó,Inativo Intransitável,14:30:00,15:00:00,AV MIN PETRONIO PORTELA, AMBOS, R CECILIA DA SILVA
171,171,2023-02-07,1,Freguesia do Ó,Inativo Intransitável,16:02:00,16:21:00,R STA ROMANA, CENTRO/BAIRRO, TV CLOVIS LEITE RIBEIRO
172,172,2023-02-07,1,Vila Maria/ Vila Guilherme,Inativo Transitável,14:39:00,14:40:00,AV SANATORIO, AMBOS, AV EDU CHAVES
173,173,2023-02-07,1,Vila Maria/ Vila Guilherme,Inativo Transitável,15:19:00,15:42:00,AV SANATORIO, UNICO, R FRANCISCO ALVES BEZERRA
